,b_time,type,price,total,num,sex,interest,temp,rain,worth
206,1,9,1,5224000,26,,0,-2.1,0,104.24
207,1,9,1,6379000,33,,1,-2.1,0,104.24
208,1,9,1,16324000,75,,0,-2.1,0,104.24
209,1,9,1,25184000,122,,1,-2.1,0,104.24
210,1,9,1,6693000,33,,0,-2.1,0,104.24
211,1,9,1,3576000,19,,1,-2.1,0,104.24
212,1,3,0,26611000,445,,,-2.1,0,104.24
213,1,3,0,47757000,798,,,-2.1,0,104.24
214,1,3,0,59853000,1000,,,-2.1,0,104.24
215,1,3,0,16350000,269,,,-2.1,0,104.24
216,1,3,0,33015000,543,,,-2.1,0,104.24
217,1,3,0,27284000,449,,,-2.1,0,104.24
218,1,3,0,29976000,733,,,-2.1,0,104.24
219,1,3,0,51728000,1265,,,-2.1,0,104.24
220,1,3,0,67200000,1644,,,-2.1,0,104.24
221,1,5,0,11888000,134,,,-2.1,0,104.24
222,1,5,0,1879000,22,,,-2.1,0,104.24
223,1,5,0,3419000,39,,,-2.1,0,104.24
224,1,5,0,19216000,216,,,-2.1,0,104.24
225,1,5,0,7147000,81,,,-2.1,0,104.24
226,1,5,0,2252000,26,,,-2.1,0,104.24
227,1,5,0,40329000,454,,,-2.1,0,104.24
228,1,5,0,4871000,55,,,-2.1,0,104.24
229,1,5,0,4458000,51,,,-2.1,0,104.24
230,1,4,1,41183000,218,,,-2.1,0,104.24
231,1,4,1,83995000,445,,,-2.1,0,104.24
232,1,4,1,107418000,569,,,-2.1,0,104.24
233,1,1,4,6305000,5,,1,-2.1,0,104.24
234,1,1,4,3517000,3,,0,-2.1,0,104.24
235,1,1,5,0,0,,1,-2.1,0,104.24
236,1,1,5,20608000,10,,0,-2.1,0,104.24
237,1,1,6,6571000,3,,1,-2.1,0,104.24
238,1,1,6,7299000,3,,0,-2.1,0,104.24
239,1,1,4,9432000,8,,1,-2.1,0,104.24
240,1,1,4,10450000,8,,0,-2.1,0,104.24
241,1,1,5,9214000,5,,1,-2.1,0,104.24
242,1,1,5,0,0,,0,-2.1,0,104.24
243,1,1,6,6596000,3,,1,-2.1,0,104.24
244,1,1,6,0,0,,0,-2.1,0,104.24
245,1,1,4,9480000,8,,1,-2.1,0,104.24
246,1,1,4,17456000,13,,0,-2.1,0,104.24
247,1,1,5,36705000,20,,1,-2.1,0,104.24
248,1,1,5,25772000,13,,0,-2.1,0,104.24
249,1,1,6,6571000,3,,1,-2.1,0,104.24
250,1,1,6,0,0,,0,-2.1,0,104.24
251,1,5,0,18030000,201,,,-2.1,0,104.24
252,1,5,0,26566000,296,,,-2.1,0,104.24
253,1,5,0,42666000,475,,,-2.1,0,104.24
254,1,6,0,6925000,100,,,-2.1,0,104.24
255,1,6,0,15039000,216,,,-2.1,0,104.24
256,1,6,0,13850000,199,,,-2.1,0,104.24
257,1,6,0,12274000,176,,,-2.1,0,104.24
258,1,6,0,18958000,272,,,-2.1,0,104.24
259,1,6,0,12616000,181,,,-2.1,0,104.24
260,1,6,2,11512000,24,,,-0.7,0,104.24
261,1,6,2,19019000,39,,,-0.7,0,104.24
262,1,6,2,26852000,54,,,-0.7,0,104.24
263,1,4,0,9780000,329,,,-0.7,0,104.24
264,1,4,0,18124000,609,,,-0.7,0,104.24
265,1,4,0,20974000,704,,,-0.7,0,104.24
266,1,2,0,10439000,140,,,-0.7,0,104.24
267,1,2,0,17055000,228,,,-0.7,0,104.24
268,1,2,0,43680000,584,,,-0.7,0,104.24
269,1,4,0,10166000,205,,,-0.7,0,104.24
270,1,4,0,31092000,625,,,-0.7,0,104.24
271,1,4,0,36453000,732,,,-0.7,0,104.24
272,1,5,0,6122000,69,,,-0.7,0,104.24
273,1,5,0,22625000,252,,,-0.7,0,104.24
274,1,5,0,34090000,380,,,-0.7,0,104.24
275,1,9,1,5440000,23,,0,-0.7,0,104.24
276,1,9,1,2285000,11,,1,-0.7,0,104.24
277,1,9,1,1469000,7,,0,-0.7,0,104.24
278,1,9,1,1403000,7,,1,-0.7,0,104.24
279,1,9,1,14685000,62,,0,-0.7,0,104.24
280,1,9,1,8150000,36,,1,-0.7,0,104.24
281,1,9,1,4962000,23,,0,-0.7,0,104.24
282,1,9,1,1389000,7,,1,-0.7,0,104.24
283,1,9,1,23132000,98,,0,-0.7,0,104.24
284,1,9,1,16967000,75,,1,-0.7,0,104.24
285,1,9,1,8491000,39,,0,-0.7,0,104.24
286,1,9,1,2742000,14,,1,-0.7,0,104.24
287,1,9,1,6251000,29,,0,-0.7,0,104.24
288,1,9,1,7445000,36,,1,-0.7,0,104.24
289,1,9,1,3010000,15,,0,-0.7,0,104.24
290,1,9,1,2161000,11,,1,-0.7,0,104.24
291,1,9,1,17861000,82,,0,-0.7,0,104.24
292,1,9,1,12608000,61,,1,-0.7,0,104.24
293,1,9,1,0,0,,0,-0.7,0,104.24
294,1,9,1,4978000,26,,1,-0.7,0,104.24
295,1,9,1,34904000,161,,0,-0.7,0,104.24
296,1,9,1,29606000,143,,1,-0.7,0,104.24
297,1,9,1,8176000,40,,0,-0.7,0,104.24
298,1,9,1,7798000,40,,1,-0.7,0,104.24
299,2,5,0,28056000,258,,,-0.7,0,104.24
300,2,5,0,56953000,523,,,-0.7,0,104.24
301,1,3,0,30671000,993,,,-0.7,0,104.24
302,1,3,0,44792000,1450,,,-0.7,0,104.24
303,1,3,0,50049000,1620,,,-0.7,0,104.24
304,1,9,0,17529000,160,,,-0.7,0,104.24
305,1,9,0,31775000,290,,,-0.7,0,104.24
306,1,9,0,42918000,391,,,-0.7,0,104.24
307,1,5,0,17925000,304,,,-0.7,0,104.24
308,1,5,0,31346000,532,,,-0.7,0,104.24
309,1,5,0,37992000,644,,,-0.7,0,104.24
310,1,3,0,28581000,562,,,-0.7,0,104.24
311,1,3,0,32544000,640,,,-0.7,0,104.24
312,1,3,0,61774000,1214,,,-0.7,0,104.24
313,1,3,0,26530000,807,,,-0.7,0,104.24
314,1,3,0,40568000,1234,,,-0.7,0,104.24
315,1,3,0,48311000,1469,,,-0.7,0,104.24
316,1,9,0,19960000,223,,,-0.7,0,104.24
317,1,9,0,37694000,420,,,-0.7,0,104.24
318,1,9,0,53381000,595,,,-0.7,0,104.24
319,1,3,0,30754000,514,,,-0.7,0,104.24
320,1,3,0,43797000,732,,,-0.7,0,104.24
321,1,3,0,66441000,1110,,,-0.7,0,104.24
322,1,1,2,19875000,46,,1,-0.7,0,104.24
323,1,1,2,14280000,30,,0,-0.7,0,104.24
324,1,1,2,21358000,49,,1,-0.7,0,104.24
325,1,1,2,41292000,85,,0,-0.7,0,104.24
326,1,1,2,45431000,104,,1,-0.7,0,104.24
327,1,1,2,26996000,56,,0,-0.7,0,104.24
328,1,7,0,33392000,839,,,-0.7,0,104.24
329,1,7,0,48838000,1228,,,-0.7,0,104.24
330,1,7,0,79187000,1990,,,-0.7,0,104.24
331,1,5,0,23204000,291,,,-0.7,0,104.24
332,1,5,0,40601000,509,,,-0.7,0,104.24
333,1,5,0,48812000,611,,,-0.7,0,104.24
334,1,6,0,8949000,129,,,-0.7,0,104.24
335,1,6,0,7669000,110,,,-0.7,0,104.24
336,1,6,0,14591000,209,,,-0.7,0,104.24
337,1,6,0,13394000,192,,,-0.7,0,104.24
338,1,6,0,32311000,463,,,-0.7,0,104.24
339,1,6,0,25232000,361,,,-0.7,0,104.24
340,2,6,2,17958000,61,,,-0.7,0,104.24
341,2,6,2,61787000,207,,,-0.7,0,104.24
342,1,7,0,10874000,218,,,0.2,0,104.24
343,1,7,0,24142000,484,,,0.2,0,104.24
344,1,7,0,23462000,471,,,0.2,0,104.24
345,1,8,1,15067000,117,,1,0.2,0,104.24
346,1,8,1,6857000,50,,0,0.2,0,104.24
347,1,8,1,30116000,234,,1,0.2,0,104.24
348,1,8,1,15561000,112,,0,0.2,0,104.24
349,1,8,1,20633000,160,,1,0.2,0,104.24
350,1,8,1,8495000,62,,0,0.2,0,104.24
351,1,7,0,4976000,98,,,0.2,0,104.24
352,1,7,0,11784000,232,,,0.2,0,104.24
353,1,7,0,18348000,361,,,0.2,0,104.24
354,1,6,0,3430000,44,,,0.2,0,104.24
355,1,6,0,3811000,49,,,0.2,0,104.24
356,1,6,0,10904000,139,,,0.2,0,104.24
357,1,6,0,8326000,106,,,0.2,0,104.24
358,1,6,0,15884000,202,,,0.2,0,104.24
359,1,6,0,7072000,90,,,0.2,0,104.24
360,1,6,0,16654000,418,,,0.2,0,104.24
361,1,6,0,37555000,942,,,0.2,0,104.24
362,1,6,0,64124000,1608,,,0.2,0,104.24
363,2,5,0,43243000,733,,,0.2,0,104.24
364,2,5,0,88503000,1501,,,0.2,0,104.24
365,1,6,0,18277000,232,,,0.2,0,104.24
366,1,6,0,27738000,352,,,0.2,0,104.24
367,1,6,0,35456000,449,,,0.2,0,104.24
368,1,6,0,27914000,467,,,0.2,0,104.24
369,1,6,0,46347000,774,,,0.2,0,104.24
370,1,6,0,79540000,1328,,,0.2,0,104.24
371,1,9,0,25992000,290,,,0.2,0,104.24
372,1,9,0,51906000,579,,,0.2,0,104.24
373,1,9,0,77219000,860,,,0.2,0,104.24
374,1,9,0,37162000,611,,,0.2,0,104.24
375,1,9,0,66955000,1100,,,0.2,0,104.24
376,1,9,0,69434000,1141,,,0.2,0,104.24
377,1,1,2,18459000,43,,1,0.2,0,104.24
378,1,1,2,7956000,17,,0,0.2,0,104.24
379,1,1,2,22774000,52,,1,0.2,0,104.24
380,1,1,2,25547000,53,,0,0.2,0,104.24
381,1,1,2,27022000,62,,1,0.2,0,104.24
382,1,1,2,43038000,89,,0,0.2,0,104.24
383,2,5,0,32810000,302,,,0.2,0,104.24
384,2,5,0,61352000,563,,,0.2,0,104.24
385,1,3,0,44297000,727,,,0.2,0,104.24
386,1,3,0,65082000,1067,,,0.2,0,104.24
387,1,3,0,69522000,1140,,,0.2,0,104.24
388,1,3,0,52050000,1305,,,0.2,0,104.24
389,1,3,0,77249000,1937,,,0.2,0,104.24
390,1,3,0,104552000,2621,,,0.2,0,104.24
391,1,3,0,26816000,448,,,0.2,0,104.24
392,1,3,0,50176000,838,,,0.2,0,104.24
393,1,9,1,7220000,46,,1,0.2,0,104.24
394,1,9,1,4779000,29,,0,0.2,0,104.24
395,1,9,1,3701000,26,,1,0.2,0,104.24
396,1,9,1,0,0,,0,0.2,0,104.24
397,1,9,1,28368000,180,,1,0.2,0,104.24
398,1,9,1,14252000,85,,0,0.2,0,104.24
399,1,9,1,8884000,61,,1,0.2,0,104.24
400,1,9,1,5044000,32,,0,0.2,0,104.24
401,1,9,1,52106000,330,,1,0.2,0,104.24
402,1,9,1,29613000,177,,0,0.2,0,104.24
403,1,9,1,18808000,128,,1,0.2,0,104.24
404,1,9,1,8382000,54,,0,0.2,0,104.24
405,1,5,0,9256000,104,,,0.2,0,104.24
406,1,5,0,2289000,26,,,0.2,0,104.24
407,1,5,0,393000,5,,,0.2,0,104.24
408,1,5,0,22946000,258,,,0.2,0,104.24
409,1,5,0,4875000,55,,,0.2,0,104.24
410,1,5,0,2289000,26,,,0.2,0,104.24
411,1,5,0,38690000,435,,,0.2,0,104.24
412,1,5,0,4787000,54,,,0.2,0,104.24
413,1,5,0,4486000,51,,,0.2,0,104.24
414,1,1,4,3177000,3,,1,0.2,0,104.24
415,1,1,4,0,0,,0,0.2,0,104.24
416,1,1,5,4632000,3,,1,0.2,0,104.24
417,1,1,5,15493000,8,,0,0.2,0,104.24
418,1,1,6,0,0,,1,0.2,0,104.24
419,1,1,6,0,0,,0,0.2,0,104.24
420,1,1,4,3177000,3,,1,0.2,0,104.24
421,1,1,4,13965000,10,,0,0.2,0,104.24
422,1,1,5,27541000,15,,1,0.2,0,104.24
423,1,1,5,25747000,13,,0,0.2,0,104.24
424,1,1,6,6596000,3,,1,0.2,0,104.24
425,1,1,6,7299000,3,,0,0.2,0,104.24
426,1,1,4,21941000,17,,1,0.2,0,104.24
427,1,1,4,20923000,15,,0,0.2,0,104.24
428,1,1,5,45869000,25,,1,0.2,0,104.24
429,1,1,5,46402000,22,,0,0.2,0,104.24
430,1,1,6,13093000,5,,1,0.2,0,104.24
431,1,1,6,14523000,5,,0,0.2,0,104.24
432,1,5,0,23084000,194,,,0.2,0,104.24
433,1,5,0,62830000,528,,,0.2,0,104.24
434,1,5,0,85094000,716,,,0.2,0,104.24
435,1,6,0,23644000,343,,,0.2,0,104.24
436,1,6,0,5991000,87,,,0.2,0,104.24
437,1,6,0,25823000,375,,,0.2,0,104.24
438,1,6,0,8850000,129,,,0.2,0,104.24
439,1,6,0,20692000,300,,,0.2,0,104.24
440,1,6,0,8373000,122,,,0.2,0,104.24
441,1,7,0,27915000,702,,,-1.3,0,104.24
442,1,7,0,52852000,1328,,,-1.3,0,104.24
443,1,7,0,51966000,1306,,,-1.3,0,104.24
444,1,3,0,13333000,304,,,-1.3,0,104.24
445,1,3,0,25910000,591,,,-1.3,0,104.24
446,1,3,0,16233000,370,,,-1.3,0,104.24
447,1,2,0,7549000,85,,,-1.3,0,104.24
448,1,2,0,16711000,188,,,-1.3,0,104.24
449,1,2,0,19508000,220,,,-1.3,0,104.24
450,1,7,0,10997000,276,,,-1.3,0,104.24
451,1,7,0,25060000,629,,,-1.3,0,104.24
452,1,7,0,32977000,827,,,-1.3,0,104.24
453,1,5,0,22215000,248,,,-1.3,0,104.24
454,1,5,0,36731000,409,,,-1.3,0,104.24
455,1,5,0,69617000,775,,,-1.3,0,104.24
456,1,6,0,13717000,174,,,-1.3,0,104.24
457,1,6,0,31153000,395,,,-1.3,0,104.24
458,1,6,0,28257000,358,,,-1.3,0,104.24
459,1,5,0,17266000,293,,,-1.3,0,104.24
460,1,5,0,24628000,418,,,-1.3,0,104.24
461,1,5,0,65610000,1113,,,-1.3,0,104.24
462,2,6,2,38436000,129,,,-1.3,0,104.24
463,2,6,2,74315000,249,,,-1.3,0,104.24
464,1,9,1,11732000,75,,1,-1.3,0,104.24
465,1,9,1,5973000,36,,0,-1.3,0,104.24
466,1,9,1,4719000,32,,1,-1.3,0,104.24
467,1,9,1,2815000,18,,0,-1.3,0,104.24
468,1,9,1,26064000,165,,1,-1.3,0,104.24
469,1,9,1,8902000,53,,0,-1.3,0,104.24
470,1,9,1,9372000,64,,1,-1.3,0,104.24
471,1,9,1,4490000,29,,0,-1.3,0,104.24
472,1,9,1,39953000,253,,1,-1.3,0,104.24
473,1,9,1,20640000,123,,0,-1.3,0,104.24
474,1,9,1,15576000,106,,1,-1.3,0,104.24
475,1,9,1,6755000,43,,0,-1.3,0,104.24
476,1,6,0,23015000,577,,,-1.3,0,104.24
477,1,6,0,41880000,1050,,,-1.3,0,104.24
478,1,6,0,62565000,1569,,,-1.3,0,104.24
479,1,7,0,38661000,972,,,-1.3,0,104.24
480,1,7,0,54670000,1374,,,-1.3,0,104.24
481,1,7,0,70925000,1783,,,-1.3,0,104.24
482,2,5,0,46848000,795,,,-1.3,0,104.24
483,2,5,0,93153000,1579,,,-1.3,0,104.24
484,1,3,0,36929000,726,,,-1.3,0,104.24
485,1,3,0,65892000,1295,,,-1.3,0,104.24
486,1,3,0,87413000,1718,,,-1.3,0,104.24
487,1,3,0,58766000,1178,,,-1.3,0,104.24
488,1,3,0,85450000,1713,,,-1.3,0,104.24
489,1,3,0,82757000,1659,,,-1.3,0,104.24
490,1,5,0,16242000,183,,,-1.3,0,104.24
491,1,5,0,1540000,18,,,-1.3,0,104.24
492,1,5,0,799000,9,,,-1.3,0,104.24
493,1,5,0,32879000,370,,,-1.3,0,104.24
494,1,5,0,5176000,59,,,-1.3,0,104.24
495,1,5,0,4833000,55,,,-1.3,0,104.24
496,1,5,0,35502000,399,,,-1.3,0,104.24
497,1,5,0,7791000,88,,,-1.3,0,104.24
498,1,5,0,4528000,51,,,-1.3,0,104.24
499,1,4,1,26320000,140,,,-1.3,0,104.24
500,1,4,1,60796000,322,,,-1.3,0,104.24
501,1,4,1,112361000,595,,,-1.3,0,104.24
502,1,9,1,17101000,79,,0,-1.3,0,104.24
503,1,9,1,8183000,40,,1,-1.3,0,104.24
504,1,9,1,4479000,22,,0,-1.3,0,104.24
505,1,9,1,4974000,26,,1,-1.3,0,104.24
506,1,9,1,25609000,118,,0,-1.3,0,104.24
507,1,9,1,20004000,97,,1,-1.3,0,104.24
