"","year","month","day","time","노출분","상품명","상품군","판매단가","취급액","판매량"
"111","2019","01","01","10:40",20,"CERINI by PAT 남성 풀패키지 기모니트 3종","의류",79900,112972000,1414
"112","2019","01","24","10:20",20,"궁중 손질새우 200미 + 동태포 200g","농수축",40900,57544000,1407
"113","2019","01","02","15:20",20,"안동간고등어 20팩","농수축",30900,43167000,1397
"114","2019","01","10","16:40",20,"영산포숙성 홍어8팩+무침3통","농수축",40900,56986000,1393
"115","2019","01","19","8:30",30,"로베르타 디 까메리노 트리플커버 지퍼쉐이핑 란쥬","속옷",89900,124337000,1383
"116","2019","01","01","16:40",20,"멋진밥상 흥양농협 햅쌀 20kg","농수축",61000,83893000,1375
"117","2019","01","06","14:20",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,54670000,1374
"118","2019","01","14","13:20",20,"안동간고등어 20팩","농수축",30900,42182000,1365
"119","2019","01","27","13:20",20,"제주바다 7분 손질문어","농수축",59900,81496000,1361
"120","2019","01","28","17:00",20,"옛날 그 쥐포 110장 (11팩)","농수축",32900,44577000,1355
"121","2019","01","02","15:00",20,"안동간고등어 20팩","농수축",30900,41722000,1350
"122","2019","01","13","10:20",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,53698000,1349
"123","2019","01","22","14:40",20,"하늘내린 용대리황태10미","농수축",32900,43815000,1332
"124","2019","01","27","14:20",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,52903000,1329
"125","2019","01","17","16:20",20,"궁중 손질새우 200미 + 동태포 200g","농수축",40900,54357000,1329
"126","2019","01","06","0:20",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,52852000,1328
"127","2019","01","05","11:40",20,"CERINI by PAT 남성 소프트 기모 릴렉스팬츠","의류",59900,79540000,1328
"128","2019","01","27","17:20",20,"국내산 손질갑오징어 8팩","농수축",49900,65849000,1320
"129","2019","01","17","16:40",20,"궁중 손질새우 200미 + 동태포 200g","농수축",40900,53898000,1318
"130","2019","01","17","20:20",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,52331000,1315
"131","2019","01","26","11:30",30,"로베르타 디 까메리노 트리플커버 지퍼쉐이핑 란쥬","속옷",89900,117508000,1307
"132","2019","01","06","0:40",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,51966000,1306
"133","2019","01","05","17:00",20,"우리바다 손질왕꼬막 24팩","농수축",39900,52050000,1305
"134","2019","01","21","15:40",20,"안동간고등어 20팩","농수축",30900,40144000,1299
"135","2019","01","06","16:20",20,"소들녘 소 갈비탕","농수축",50900,65892000,1295
"136","2019","01","22","16:40",20,"소들녘 소 갈비탕","농수축",50900,65763000,1292
"137","2019","01","02","13:40",20,"하늘내린 용대리황태10미","농수축",32900,42466000,1291
"138","2019","01","29","17:20",20,"안동간고등어 20팩","농수축",30900,39874000,1290
"139","2019","01","13","17:20",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,51305000,1289
"140","2019","01","10","14:20",20,"안동간고등어 20팩","농수축",30900,39539000,1280
"141","2019","01","17","15:20",20,"영산포숙성 홍어8팩+무침3통","농수축",40900,52290000,1278
"142","2019","01","10","16:20",20,"영산포숙성 홍어8팩+무침3통","농수축",40900,51762000,1266
"143","2019","01","03","18:20",20,"영산포숙성 홍어8팩+무침3통","농수축",40900,51728000,1265
"144","2019","01","18","12:20",20,"하늘내린 용대리황태10미","농수축",32900,41530000,1262
"145","2019","01","09","12:30",30,"에코라믹 컬링스톤프라이팬세트","주방",50900,63377000,1245
"146","2019","01","02","13:20",20,"하늘내린 용대리황태10미","농수축",32900,40882000,1243
"147","2019","01","29","12:40",20,"천연담아 명품다시팩 100포","농수축",39900,49465000,1240
"148","2019","01","09","14:20",20,"하늘내린 용대리황태10미","농수축",32900,40584000,1234
"149","2019","01","04","16:20",20,"하늘내린 용대리황태10미","농수축",32900,40568000,1233
"150","2019","01","13","14:30",30,"오모떼 프런트후크 데오브라 시즌2","속옷",59000,72620000,1231
"151","2019","01","04","20:20",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,48838000,1227
"152","2019","01","01","10:20",20,"CERINI by PAT 남성 풀패키지 기모니트 3종","의류",79900,97907000,1225
"153","2019","01","13","8:30",30,"로베르타 디 까메리노 트리플커버 지퍼쉐이핑 란쥬","속옷",89900,109940000,1223
"154","2019","01","01","16:00",20,"국내산 손질갑오징어 8팩","농수축",49900,60787000,1218
"155","2019","01","15","21:40",20,"CERINI by PAT 남성 소프트 기모 릴렉스팬츠","의류",59900,72770000,1215
"156","2019","01","04","15:40",20,"소들녘 소 갈비탕","농수축",50900,61774000,1214
"157","2019","01","26","18:40",20,"소들녘 소 갈비탕","농수축",50900,61505000,1208
"158","2019","01","16","18:20",20,"영산포숙성 홍어8팩+무침3통","농수축",40900,49259000,1204
"159","2019","01","11","21:40",20,"CERINI by PAT 남성 소프트 기모 릴렉스팬츠","의류",59900,71789000,1198
"160","2019","01","25","15:40",20,"제주바다 7분 손질문어","농수축",59900,71524000,1194
"161","2019","01","14","17:40",20,"소들녘 소 갈비탕","농수축",50900,60543000,1189
"162","2019","01","11","15:20",20,"하늘내린 용대리황태10미","농수축",32900,39094000,1188
"163","2019","01","14","20:30",30,"로이몬스터 남녀 벤치후드롱패딩","의류",49800,58918000,1183
"164","2019","01","10","21:20",20,"국내산 손질갑오징어 8팩","농수축",49900,58844000,1179
"165","2019","01","12","17:40",20,"피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩","농수축",59900,70548000,1178
"166","2019","01","06","17:00",20,"국내산 손질갑오징어 8팩","농수축",49900,58766000,1178
"167","2019","01","24","16:00",20,"옛날 그 쥐포 110장 (11팩)","농수축",32900,38592000,1173
"168","2019","01","10","0:20",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,46446000,1167
"169","2019","01","29","8:40",20,"하늘내린 용대리황태10미","농수축",32900,38182000,1161
"170","2019","01","26","14:40",20,"에코라믹 통주물 스톤 냄비세트","주방",60900,70618000,1160
"171","2019","01","22","23:40",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,45888000,1153
"172","2019","01","09","14:40",20,"하늘내린 용대리황태10미","농수축",32900,37926000,1153
"173","2019","01","14","11:30",30,"오모떼 프런트후크 데오브라 시즌2","속옷",59000,67720000,1148
"174","2019","01","05","13:40",20,"에코라믹 통주물 스톤 냄비세트","주방",60900,69434000,1140
"175","2019","01","05","16:40",20,"멋진밥상 흥양농협 햅쌀 20kg","농수축",61000,69522000,1140
"176","2019","01","10","0:40",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,45256000,1137
"177","2019","01","12","15:30",30,"로이몬스터 남녀 벤치후드롱패딩","의류",49800,56578000,1136
"178","2019","01","21","15:20",20,"안동간고등어 20팩","농수축",30900,35100000,1136
"179","2019","01","14","13:00",20,"안동간고등어 20팩","농수축",30900,35000000,1133
"180","2019","01","27","11:00",20,"천연담아 명품다시팩 100포","농수축",39900,45160000,1132
"181","2019","01","13","12:20",20,"에코라믹 통주물 스톤 냄비세트","주방",60900,68752000,1129
"182","2019","01","15","18:20",20,"궁중 손질새우 200미 + 동태포 200g","농수축",40900,46141000,1128
"183","2019","01","28","16:00",20,"안동간고등어 20팩","농수축",30900,34801000,1126
"184","2019","01","29","17:00",20,"안동간고등어 20팩","농수축",30900,34784000,1126
"185","2019","01","03","13:40",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,44782000,1125
"186","2019","01","07","18:00",20,"우리바다 손질왕꼬막 24팩","농수축",39900,44875000,1125
"187","2019","01","10","14:00",20,"안동간고등어 20팩","농수축",30900,34544000,1118
"188","2019","01","06","10:40",20,"오모떼 레이스 파운데이션 브라","속옷",59000,65610000,1112
"189","2019","01","04","18:40",20,"피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩","농수축",59900,66441000,1109
"190","2019","01","07","9:40",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,44086000,1108
"191","2019","01","05","13:20",20,"에코라믹 통주물 스톤 냄비세트","주방",60900,66955000,1099
"192","2019","01","02","19:40",20,"피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩","농수축",59900,65853000,1099
"193","2019","01","31","0:40",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,43539000,1094
"194","2019","01","26","16:40",20,"장보고 완도매생이 30개","농수축",32900,35990000,1094
"195","2019","01","10","17:20",20,"소들녘 소 갈비탕","농수축",50900,55534000,1091
"196","2019","01","08","11:30",30,"오모떼 프런트후크 데오브라 시즌2","속옷",59000,64230000,1089
"197","2019","01","25","20:40",20,"바다먹자 국내산 손질꽃게 7팩","농수축",59900,65186000,1088
"198","2019","01","09","16:40",20,"피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩","농수축",59900,65174000,1088
"199","2019","01","26","19:00",20,"우리바다 손질왕꼬막 24팩","농수축",39900,43302000,1085
"200","2019","01","11","19:40",20,"카파 드로즈 패키지 12종","속옷",59000,64003000,1085
"201","2019","01","24","14:20",20,"천연담아 명품다시팩 100포","농수축",39900,43129000,1081
"202","2019","01","24","14:40",20,"천연담아 명품다시팩 100포","농수축",39900,43060000,1079
"203","2019","01","28","13:40",20,"소들녘 소 갈비탕","농수축",50900,54856000,1078
"204","2019","01","14","15:40",20,"청정수산 완도활전복 35미","농수축",59900,64349000,1074
"205","2019","01","23","19:20",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,42650000,1072
"206","2019","01","05","16:20",20,"멋진밥상 흥양농협 햅쌀 20kg","농수축",61000,65082000,1067
"207","2019","01","25","11:30",30,"오모떼 프런트후크 데오브라 시즌2","속옷",59000,62631000,1062
"208","2019","01","17","16:00",20,"궁중 손질새우 200미 + 동태포 200g","농수축",40900,43410000,1061
"209","2019","01","01","17:00",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,42239000,1061
"210","2019","01","25","13:40",20,"안동간고등어 20팩","농수축",30900,32758000,1060
"211","2019","01","26","10:20",20,"청정수산 완도활전복 中사이즈 26미","농수축",59900,62961000,1051
"212","2019","01","06","13:20",20,"아리스토우 남성기모티셔츠5종","의류",39900,41880000,1050
"213","2019","01","03","13:20",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,41669000,1047
"214","2019","01","30","12:40",20,"바다먹자 국내산 손질꽃게 7팩","농수축",59900,62589000,1045
"215","2019","01","27","12:20",20,"에코라믹 통주물 스톤 냄비세트","주방",60900,63570000,1044
"216","2019","01","16","0:40",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,41484000,1042
"217","2019","01","28","14:40",20,"하늘내린 용대리황태10미","농수축",32900,34155000,1038
"218","2019","01","20","16:00",20,"국내산 손질갑오징어 8팩","농수축",49900,51668000,1035
"219","2019","01","14","17:20",20,"소들녘 소 갈비탕","농수축",50900,52589000,1033
"220","2019","01","09","18:00",20,"안동간고등어 20팩","농수축",30900,31916000,1033
"221","2019","01","20","17:00",20,"궁중 손질새우 200미 + 동태포 200g","농수축",40900,42226000,1032
"222","2019","01","23","18:40",20,"제주바다 7분 손질문어","농수축",59900,61736000,1031
"223","2019","01","22","14:00",20,"하늘내린 용대리황태10미","농수축",32900,33732000,1025
"224","2019","01","26","17:20",20,"제주바다 7분 손질문어","농수축",59900,61347000,1024
"225","2019","01","18","20:40",20,"카파 드로즈 패키지 12종","속옷",59000,60271000,1022
"226","2019","01","22","10:20",20,"에코라믹 통주물 스톤 냄비세트","주방",60900,61963000,1017
"227","2019","01","08","13:40",20,"천연담아 명품다시팩 100포","농수축",39900,40205000,1008
"228","2019","01","19","7:40",20,"보코 윈터 기모 풀코디 4종세트","의류",39000,39269000,1007
"229","2019","01","10","17:40",20,"소들녘 소 갈비탕","농수축",50900,51094000,1004
"230","2019","01","28","14:20",20,"하늘내린 용대리황태10미","농수축",32900,32993000,1003
"231","2019","01","26","13:00",20,"궁중 손질새우 200미 + 동태포 200g","농수축",40900,40991000,1002
"232","2019","01","08","13:20",20,"천연담아 명품다시팩 100포","농수축",39900,39887000,1000
"233","2019","01","03","16:40",20,"청정수산 완도활전복 35미","농수축",59900,59853000,999
"234","2019","01","15","16:00",20,"안동간고등어 20팩","농수축",30900,30818000,997
"235","2019","01","30","18:40",20,"궁중 손질새우 200미 + 동태포 200g","농수축",40900,40699000,995
"236","2019","01","29","15:40",20,"소들녘 소 갈비탕","농수축",50900,50641000,995
"237","2019","01","04","12:00",20,"안동간고등어 20팩","농수축",30900,30671000,993
"238","2019","01","29","19:20",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,39355000,989
"239","2019","01","22","10:40",20,"에코라믹 통주물 스톤 냄비세트","주방",60900,59936000,984
"240","2019","01","22","15:40",20,"[농협] 대학 찰 옥수수 10봉(30개)","농수축",39900,39128000,981
"241","2019","01","28","11:20",20,"에코라믹 통주물 스톤 냄비세트","주방",60900,59398000,975
"242","2019","01","22","12:20",20,"천연담아 명품다시팩 100포","농수축",39900,38883000,975
"243","2019","01","21","10:30",30,"오모떼 프런트후크 데오브라 시즌2","속옷",59000,57368000,972
"244","2019","01","06","14:00",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,38661000,971
"245","2019","01","01","12:20",20,"에코라믹 통주물 스톤 냄비세트","주방",60900,59083000,970
"246","2019","01","21","11:40",20,"청정수산 완도활전복 35미","농수축",59900,58042000,969
"247","2019","01","28","11:40",20,"에코라믹 통주물 스톤 냄비세트","주방",60900,58801000,966
"248","2019","01","13","10:00",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,38359000,964
"249","2019","01","02","9:40",20,"NNF 쿠션퍼자켓+베스트","의류",39900,38449000,964
"250","2019","01","30","9:40",20,"레이프릴 무빙 맥시풀커버 브라팬티(리뉴얼)","속옷",59900,57266000,956
"251","2019","01","31","11:20",20,"궁중 손질새우 200미 + 동태포 200g","농수축",40900,39074000,955
"252","2019","01","08","12:20",20,"하늘내린 용대리황태10미","농수축",32900,31423000,955
"253","2019","01","21","11:20",20,"청정수산 완도활전복 35미","농수축",59900,57092000,953
"254","2019","01","17","22:30",30,"로이몬스터 남녀 벤치후드롱패딩","의류",49800,47454000,953
"255","2019","01","09","14:00",20,"하늘내린 용대리황태10미","농수축",32900,31261000,950
"256","2019","01","16","12:40",20,"코이모 리빙박스 8종","생활용품",49800,47212000,948
"257","2019","01","14","16:40",20,"제주 한라봉2박스+천혜향1박스","농수축",43900,41510000,946
"258","2019","01","24","22:20",20,"국내산 손질갑오징어 8팩","농수축",49900,47145000,945
"259","2019","01","16","0:20",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,37576000,944
"260","2019","01","18","21:40",20,"CERINI by PAT 남성 소프트 기모 릴렉스팬츠","의류",59900,56552000,944
"261","2019","01","24","15:00",20,"궁중 손질새우 200미 + 동태포 200g","농수축",40900,38606000,944
"262","2019","01","05","8:20",20,"마담팰리스 웜기모 롱베스트 3종세트","의류",39900,37555000,941
"263","2019","01","12","15:00",30,"로이몬스터 남녀 벤치후드롱패딩","의류",49800,46864000,941
"264","2019","01","28","20:40",20,"카파 드로즈 패키지 12종","속옷",59000,55433000,940
"265","2019","01","31","11:40",20,"궁중 손질새우 200미 + 동태포 200g","농수축",40900,38408000,939
"266","2019","01","21","17:40",20,"피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩","농수축",59900,56183000,938
"267","2019","01","15","15:40",20,"멋진밥상 흥양농협 햅쌀 20kg","농수축",61000,57185000,937
"268","2019","01","17","14:30",30,"락앤락 비스프리 온더테이블 밀폐용기세트","주방",64800,60388000,932
"269","2019","01","03","9:40",20,"로베르타 디 까메리노 노벨라백 2종","잡화",39000,36253000,930
"270","2019","01","07","17:20",20,"에코라믹 통주물 스톤 냄비세트","주방",60900,56576000,929
"271","2019","01","21","13:40",20,"제주 한라봉2박스+천혜향1박스","농수축",43900,40683000,927
"272","2019","01","28","12:40",20,"멋진밥상 흥양농협 햅쌀 20kg","농수축",61000,56309000,923
"273","2019","01","24","9:30",30,"로베르타 디 까메리노 트리플커버 지퍼쉐이핑 란쥬","속옷",89900,82889000,922
"274","2019","01","22","16:20",20,"소들녘 소 갈비탕","농수축",50900,46879000,921
"275","2019","01","12","9:40",20,"CERINI by PAT 남성 소프트 기모 릴렉스팬츠","의류",59900,55097000,920
"276","2019","01","19","13:20",20,"멋진밥상 흥양농협 햅쌀 20kg","농수축",61000,56028000,918
"277","2019","01","25","13:20",20,"안동간고등어 20팩","농수축",30900,28236000,914
"278","2019","01","31","16:40",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,36334000,913
"279","2019","01","18","12:00",20,"하늘내린 용대리황태10미","농수축",32900,30005000,912
